Observation #: 25722
-------------------------------------------------------------------------------------
 Time(YYYMMDD)   Depth(m) Value(celsius)  Std(%)
       20150404       7.74        2.8660     10.0
       20150404       8.74        3.2154     10.0
       20150404       9.74        3.7606     10.0
       20150404      10.93        4.7374     10.0
       20150405       2.74        1.6289     10.0
       20150405       3.24        1.6371     10.0
       20150405       3.74        1.6328     10.0
       20150405       4.74        1.7951     10.0
       20150405       6.74        2.5656     10.0
       20150405       7.74        2.8764     10.0
       20150405       8.74        3.2240     10.0
       20150405       9.74        3.7720     10.0
       20150405      10.93        4.7425     10.0
       20150406       2.74        1.6524     10.0
       20150406       3.24        1.6597     10.0
       20150406       3.74        1.6532     10.0
       20150406       4.74        1.8026     10.0
       20150406       6.74        2.5773     10.0
       20150406       7.74        2.8725     10.0
       20150406       8.74        3.2274     10.0
       20150406       9.74        3.7574     10.0
       20150406      10.93        4.7497     10.0
       20150407       2.74        1.6876     10.0
       20150407       3.24        1.6941     10.0
       20150407       3.74        1.6872     10.0
       20150407       4.74        1.8104     10.0
       20150407       6.74        2.5733     10.0
       20150407       7.74        2.8684     10.0
       20150407       8.74        3.2360     10.0
       20150407       9.74        3.6972     10.0
       20150407      10.93        4.7547     10.0
       20150408       2.74        1.7160     10.0
       20150408       3.24        1.7226     10.0
       20150408       3.74        1.7155     10.0
       20150408       4.74        1.8248     10.0
       20150408       6.74        2.5603     10.0
       20150408       7.74        2.8743     10.0
       20150408       8.74        3.2391     10.0
       20150408       9.74        3.6788     10.0
       20150408      10.93        4.7534     10.0
       20150409       2.74        1.7698     10.0
       20150409       3.24        1.7763     10.0
       20150409       3.74        1.7690     10.0
       20150409       4.74        1.8277     10.0
       20150409       6.74        2.5619     10.0
       20150409       7.74        2.8814     10.0
       20150409       8.74        3.2476     10.0
       20150409       9.74        3.7195     10.0
       20150409      10.93        4.7578     10.0
       20150410       2.74        1.8327     10.0
       20150410       3.24        1.8390     10.0
       20150410       3.74        1.8316     10.0
       20150410       4.74        1.8444     10.0
       20150410       6.74        2.5666     10.0
       20150410       7.74        2.8908     10.0
       20150410       8.74        3.2557     10.0
       20150410       9.74        3.7115     10.0
       20150410      10.93        4.7619     10.0
       20150411       2.74        1.8977     10.0
       20150411       3.24        1.9045     10.0
       20150411       3.74        1.8972     10.0
       20150411       4.74        1.8982     10.0
       20150411       6.74        2.5630     10.0
       20150411       7.74        2.9009     10.0
       20150411       8.74        3.2643     10.0
       20150411       9.74        3.7256     10.0
       20150411      10.93        4.7649     10.0
       20150412       2.74        1.9689     10.0
       20150412       3.24        1.9763     10.0
       20150412       3.74        1.9692     10.0
       20150412       4.74        1.9699     10.0
       20150412       6.74        2.5754     10.0
       20150412       7.74        2.9112     10.0
       20150412       8.74        3.2687     10.0
       20150412       9.74        3.7264     10.0
       20150412      10.93        4.7725     10.0
       20150413       2.74        2.0254     10.0
       20150413       3.24        2.0330     10.0
       20150413       3.74        2.0261     10.0
       20150413       4.74        2.0285     10.0
       20150413       6.74        2.5919     10.0
       20150413       7.74        2.9278     10.0
       20150413       8.74        3.2802     10.0
       20150413       9.74        3.7189     10.0
       20150413      10.93        4.7767     10.0
       20150414       2.74        2.0936     10.0
       20150414       3.24        2.1006     10.0
       20150414       3.74        2.0939     10.0
       20150414       4.74        2.0955     10.0
       20150414       6.74        2.6147     10.0
       20150414       7.74        2.9379     10.0
       20150414       8.74        3.2942     10.0
       20150414       9.74        3.7120     10.0
       20150414      10.93        4.7825     10.0
       20150415       2.74        2.1313     10.0
       20150415       3.24        2.1390     10.0
       20150415       3.74        2.1338     10.0
       20150415       4.74        2.1382     10.0
       20150415       6.74        2.5966     10.0
       20150415       7.74        2.9526     10.0
       20150415       8.74        3.3127     10.0
       20150415       9.74        3.7356     10.0
       20150415      10.93        4.7899     10.0
       20150416       2.74        2.1633     10.0
       20150416       3.24        2.1700     10.0
       20150416       3.74        2.1630     10.0
       20150416       4.74        2.1601     10.0
       20150416       6.74        2.6252     10.0
       20150416       7.74        2.9656     10.0
